City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Humidity Category,Cloudiness Category,Wind Category
219,alofi,-19.0595,-169.9187,26.939999999999998,78,68,4.12,NU,1682458399,Uncomfortable,Partly sunny,Gentle breeze
220,brookings,44.3114,-96.7984,11.189999999999998,36,0,3.09,US,1682458234,Comfortable,Sunny/Clear,Gentle breeze
221,cruzeiro do sul,-29.5128,-51.9853,21.950000000000045,87,100,0.79,BR,1682458400,Uncomfortable,Overcast,Light air
222,adrar,20.5022,-10.0711,31.03000000000003,11,0,3.68,MR,1682458400,Comfortable,Sunny/Clear,Gentle breeze
223,ansermanuevo,4.7972,-75.995,30.650000000000034,80,37,2.18,CO,1682458400,Uncomfortable,Partly cloudy,Light breeze
224,salinopolis,-0.6136,-47.3561,26.27000000000004,84,74,3.9,BR,1682458401,Uncomfortable,Mostly cloudy,Gentle breeze
225,ardakan,32.31,54.0175,18.890000000000043,53,78,1.49,IR,1682458401,Comfortable,Mostly cloudy,Light air
226,ulaangom,49.9811,92.0667,-2.079999999999984,38,97,1.11,MN,1682458401,Comfortable,Overcast,Light air
227,leava,-14.3,-178.1667,28.439999999999998,77,32,6.64,WF,1682458277,Uncomfortable,Partly cloudy,Moderate breeze
228,at-bashi,41.1702,75.8106,5.810000000000002,75,76,0.34,KG,1682458402,Uncomfortable,Mostly cloudy,Calm
229,kavaratti,10.5669,72.642,27.450000000000045,69,46,2.45,IN,1682458402,Uncomfortable,Partly cloudy,Light breeze
230,ancud,-41.8697,-73.8203,11.710000000000036,97,100,2.78,CL,1682458252,Uncomfortable,Overcast,Light breeze
231,mar del plata,-38.0023,-57.5575,19.49000000000001,94,75,2.06,AR,1682458326,Uncomfortable,Mostly cloudy,Light breeze
232,tannum sands,-23.9504,151.3693,19.939999999999998,68,0,4.63,AU,1682458403,Uncomfortable,Sunny/Clear,Gentle breeze
233,saudarkrokur,65.7461,-19.6394,-0.42999999999995,65,9,2.64,IS,1682458404,Uncomfortable,Sunny/Clear,Light breeze
234,arafat,21.3594,39.9664,29.939999999999998,46,11,1.91,SA,1682458405,Comfortable,Fair,Light breeze
235,brisas de zicatela,15.8369,-97.0419,30.29000000000002,62,40,4.12,MX,1682458405,Uncomfortable,Partly cloudy,Gentle breeze
236,anadyr,64.75,177.4833,-8.71999999999997,66,0,4.0,RU,1682458406,Uncomfortable,Sunny/Clear,Gentle breeze
237,ha tien,10.3833,104.4833,27.890000000000043,74,100,2.9,VN,1682458406,Uncomfortable,Overcast,Light breeze
238,luderitz,-26.6481,15.1594,17.600000000000023,79,0,5.48,,1682458406,Uncomfortable,Sunny/Clear,Moderate breeze
239,andergrove,-21.0833,149.1833,20.910000000000025,80,72,8.45,AU,1682458407,Uncomfortable,Mostly cloudy,Fresh breeze
240,rio grande,-32.035,-52.0986,24.060000000000002,86,100,2.73,BR,1682458166,Uncomfortable,Overcast,Light breeze
241,port augusta,-32.5,137.7667,22.08000000000004,40,100,4.82,AU,1682458411,Comfortable,Overcast,Gentle breeze
242,kavieng,-2.5744,150.7967,28.129999999999995,79,98,4.18,PG,1682458411,Uncomfortable,Overcast,Gentle breeze
243,teluk nibung,3.001,99.8164,24.620000000000005,93,100,1.8,ID,1682458411,Uncomfortable,Overcast,Light breeze
244,sur,22.5667,59.5289,26.650000000000034,59,4,3.94,OM,1682458412,Uncomfortable,Sunny/Clear,Gentle breeze
245,fonte boa,-2.4959,-66.2662,24.590000000000032,94,55,0.76,BR,1682458412,Uncomfortable,Partly cloudy,Light air
246,palmeira,-25.4294,-50.0064,16.090000000000032,80,96,1.16,BR,1682458414,Uncomfortable,Overcast,Light air
247,malvan,16.0667,73.4667,26.360000000000014,77,28,0.45,IN,1682458414,Uncomfortable,Mostly sunny,Calm
248,manggar,-2.8833,108.2667,26.350000000000023,82,99,0.99,ID,1682458414,Uncomfortable,Overcast,Light air
249,nadym,65.5333,72.5167,-5.7099999999999795,98,98,0.67,RU,1682458266,Uncomfortable,Overcast,Light air
250,san mariano,7.5,126.0,21.970000000000027,90,76,1.45,PH,1682458415,Uncomfortable,Mostly cloudy,Light air
251,palikir - national government center,6.9248,158.1611,27.660000000000025,78,43,5.99,FM,1682458254,Uncomfortable,Partly cloudy,Moderate breeze
252,humaita,-7.5061,-63.0208,25.879999999999995,84,36,0.85,BR,1682458417,Uncomfortable,Partly cloudy,Light air
253,namibe,-15.1961,12.1522,23.5,81,56,3.22,AO,1682458417,Uncomfortable,Partly cloudy,Gentle breeze
254,oyama,36.3,139.8,13.590000000000032,88,100,2.11,JP,1682458418,Uncomfortable,Overcast,Light breeze
255,fakenham,52.83,0.8477,4.930000000000007,81,45,0.95,GB,1682458331,Uncomfortable,Partly cloudy,Light air
256,capitan bermudez,-32.8226,-60.7185,20.53000000000003,79,0,2.06,AR,1682458420,Uncomfortable,Sunny/Clear,Light breeze
257,mejit,10.2753,170.8646,27.170000000000016,79,99,8.6,MH,1682458420,Uncomfortable,Overcast,Fresh breeze
258,nuku'alofa,-21.1333,-175.2,27.189999999999998,74,40,5.14,TO,1682458224,Uncomfortable,Partly cloudy,Moderate breeze
259,northam,51.0333,-4.2167,7.010000000000048,73,100,4.68,GB,1682458420,Uncomfortable,Overcast,Gentle breeze
260,severo-yeniseyskiy,60.3725,93.0408,-6.3799999999999955,97,99,1.83,RU,1682458424,Uncomfortable,Overcast,Light breeze
261,noosa heads,-26.3833,153.15,19.629999999999995,75,59,8.56,AU,1682458424,Uncomfortable,Partly cloudy,Fresh breeze
262,isla mujeres,21.2311,-86.731,30.090000000000032,72,66,6.46,MX,1682458385,Uncomfortable,Partly sunny,Moderate breeze
263,santa cruz,-17.8,-63.1667,25.700000000000045,73,40,2.57,BO,1682458425,Uncomfortable,Partly cloudy,Light breeze
264,katsuura,35.1333,140.3,17.78000000000003,86,100,8.38,JP,1682458425,Uncomfortable,Overcast,Fresh breeze
265,glarus,47.0406,9.068,3.6000000000000227,93,56,2.13,CH,1682458427,Uncomfortable,Partly cloudy,Light breeze
266,peniche,39.3558,-9.3811,16.83000000000004,90,36,3.69,PT,1682458427,Uncomfortable,Partly cloudy,Gentle breeze
267,najaf,31.9985,44.3398,23.879999999999995,38,0,0.0,IQ,1682458428,Comfortable,Sunny/Clear,
268,mount gambier,-37.8333,140.7667,15.230000000000018,68,57,3.75,AU,1682458428,Uncomfortable,Partly cloudy,Gentle breeze
269,yuzhno-kurilsk,44.0306,145.8556,4.860000000000014,77,100,8.4,RU,1682458428,Uncomfortable,Overcast,Fresh breeze
270,aasiaat,68.7098,-52.8699,0.29000000000002046,99,100,2.19,GL,1682458191,Uncomfortable,Overcast,Light breeze
271,lake albert,-35.1667,147.3833,12.560000000000002,77,55,2.3,AU,1682458429,Uncomfortable,Partly cloudy,Light breeze
272,cole harbour,44.6724,-63.4751,7.8799999999999955,64,75,4.63,CA,1682458430,Uncomfortable,Mostly cloudy,Gentle breeze
273,alice springs,-23.7,133.8833,13.75,72,60,3.29,AU,1682458253,Uncomfortable,Partly cloudy,Gentle breeze
274,le port,-20.9373,55.2919,25.0,94,0,0.38,RE,1682458430,Uncomfortable,Sunny/Clear,Calm
275,celestun,20.8667,-90.4,28.75,69,60,4.52,MX,1682458431,Uncomfortable,Partly cloudy,Gentle breeze
276,college,64.8569,-147.8028,1.160000000000025,43,20,4.12,US,1682458432,Comfortable,Fair,Gentle breeze
277,inirida,3.8653,-67.9239,24.53000000000003,94,98,0.86,CO,1682458433,Uncomfortable,Overcast,Light air
278,ust'-ilimsk,58.0006,102.6619,-1.3899999999999864,94,100,4.13,RU,1682458434,Uncomfortable,Overcast,Gentle breeze
279,east london,-33.0153,27.9116,20.629999999999995,92,99,4.3,ZA,1682458435,Uncomfortable,Overcast,Gentle breeze
280,saint-philippe,-21.3585,55.7679,24.77000000000004,84,13,1.28,RE,1682458435,Uncomfortable,Fair,Light air
281,barra,-11.0894,-43.1417,26.140000000000043,41,0,1.24,BR,1682458436,Comfortable,Sunny/Clear,Light air
282,el calafate,-50.3408,-72.2768,6.939999999999998,68,6,2.94,AR,1682458209,Uncomfortable,Sunny/Clear,Light breeze
283,recani,31.2846,-4.2688,28.970000000000027,15,38,6.07,MA,1682458437,Comfortable,Partly cloudy,Moderate breeze
284,milford haven,51.7128,-5.0341,8.810000000000002,74,100,4.77,GB,1682458437,Uncomfortable,Overcast,Gentle breeze
285,akureyri,65.6835,-18.0878,-0.03999999999996362,64,100,3.6,IS,1682458437,Uncomfortable,Overcast,Gentle breeze
286,walvis bay,-22.9575,14.5053,18.53000000000003,77,0,5.14,,1682458438,Uncomfortable,Sunny/Clear,Moderate breeze
287,macusani,-14.0833,-70.4333,5.9500000000000455,80,94,2.79,PE,1682458438,Uncomfortable,Overcast,Light breeze
288,ilulissat,69.2167,-51.1,1.0100000000000477,93,100,1.54,GL,1682458438,Uncomfortable,Overcast,Light breeze
289,guerrero negro,27.9769,-114.0611,19.74000000000001,55,0,7.28,MX,1682458260,Comfortable,Sunny/Clear,Moderate breeze
290,kayangel,8.0823,134.7173,28.430000000000007,73,27,3.16,PW,1682458439,Uncomfortable,Mostly sunny,Gentle breeze
291,rawai,7.7797,98.3253,25.060000000000002,75,93,2.13,TH,1682458439,Uncomfortable,Overcast,Light breeze
292,constantia,44.1833,28.65,11.5,95,100,3.32,RO,1682458440,Uncomfortable,Overcast,Gentle breeze
293,namsos,64.4662,11.4957,0.03000000000002956,93,100,1.03,NO,1682458440,Uncomfortable,Overcast,Light air
294,kirakira,-10.4544,161.9205,28.140000000000043,72,92,2.42,SB,1682458440,Uncomfortable,Overcast,Light breeze
295,fort bragg,35.139,-79.006,19.900000000000034,43,100,2.06,US,1682458441,Comfortable,Overcast,Light breeze
296,son la,21.3167,103.9,18.05000000000001,92,95,1.2,VN,1682458441,Uncomfortable,Overcast,Light air
297,maryville,35.7565,-83.9705,19.99000000000001,38,75,4.12,US,1682458219,Comfortable,Mostly cloudy,Gentle breeze
298,mount isa,-20.7333,139.5,17.870000000000005,68,40,3.09,AU,1682458442,Uncomfortable,Partly cloudy,Gentle breeze
299,patti,31.2808,74.8572,23.04000000000002,29,40,2.57,IN,1682458442,Comfortable,Partly cloudy,Light breeze
300,mwingi,-0.9344,38.0601,19.32000000000005,96,100,1.0,KE,1682458442,Uncomfortable,Overcast,Light air
301,ostersund,63.1792,14.6357,-1.75,100,100,2.06,SE,1682458443,Uncomfortable,Overcast,Light breeze
302,chabahar,25.2919,60.643,24.939999999999998,63,87,4.13,IR,1682458443,Uncomfortable,Mostly cloudy,Gentle breeze
303,revda,56.801,59.9303,9.939999999999998,68,84,1.81,RU,1682458317,Uncomfortable,Mostly cloudy,Light breeze
304,sisimiut,66.9395,-53.6735,1.0500000000000114,98,100,1.03,GL,1682458444,Uncomfortable,Overcast,Light air
305,port douglas,-16.4833,145.4667,24.689999999999998,81,97,7.45,AU,1682458445,Uncomfortable,Overcast,Moderate breeze
306,shibata,37.95,139.3333,12.580000000000041,79,100,3.31,JP,1682458209,Uncomfortable,Overcast,Gentle breeze
307,castillos,-34.1667,-53.8333,18.720000000000027,89,95,1.61,UY,1682458447,Uncomfortable,Overcast,Light breeze
308,batticaloa,7.7102,81.6924,27.060000000000002,82,100,0.85,LK,1682458447,Uncomfortable,Overcast,Light air
309,nykobing mors,56.7933,8.8528,5.6299999999999955,66,5,12.29,DK,1682458448,Uncomfortable,Sunny/Clear,Strong breeze
310,narvik,68.4384,17.4272,1.670000000000016,64,100,3.45,NO,1682458448,Uncomfortable,Overcast,Gentle breeze
311,fort mcmurray,56.7268,-111.381,6.770000000000039,75,100,3.09,CA,1682458421,Uncomfortable,Overcast,Gentle breeze
312,gadzhiyevo,69.2551,33.3362,-9.389999999999986,94,53,2.1,RU,1682458449,Uncomfortable,Partly cloudy,Light breeze
313,sao paulo de olivenca,-3.3783,-68.8725,25.03000000000003,86,92,0.84,BR,1682458449,Uncomfortable,Overcast,Light air
314,jiuquan,39.7432,98.5174,8.610000000000014,42,67,2.57,CN,1682458449,Comfortable,Partly sunny,Light breeze
315,bermeo,43.4209,-2.7215,17.910000000000025,77,100,2.26,ES,1682458450,Uncomfortable,Overcast,Light breeze
316,nagqu,31.5,92.0,-6.769999999999982,86,99,1.33,CN,1682458192,Uncomfortable,Overcast,Light air
317,keflavik,64.0049,-22.5624,3.9500000000000455,93,75,2.57,IS,1682458451,Uncomfortable,Mostly cloudy,Light breeze
318,wynyard,-41.0,145.7167,10.54000000000002,84,3,1.8,AU,1682458166,Uncomfortable,Sunny/Clear,Light breeze
319,urengoy,65.9667,78.3667,-10.560000000000002,96,100,2.06,RU,1682458452,Uncomfortable,Overcast,Light breeze
320,correntina,-13.3433,-44.6367,23.450000000000045,53,1,1.16,BR,1682458453,Comfortable,Sunny/Clear,Light air
321,stephenville,32.2207,-98.2023,20.640000000000043,80,100,4.12,US,1682458269,Uncomfortable,Overcast,Gentle breeze
322,batang,-6.4846,110.7083,25.360000000000014,83,84,2.26,ID,1682458453,Uncomfortable,Mostly cloudy,Light breeze
323,khanty-mansiysk,61.0042,69.0019,2.0600000000000023,64,0,2.0,RU,1682458455,Uncomfortable,Sunny/Clear,Light breeze
324,mangai,-4.05,19.5333,21.439999999999998,97,51,0.25,CD,1682458455,Uncomfortable,Partly cloudy,Calm
325,galle,6.0367,80.217,26.100000000000023,84,100,1.29,LK,1682458457,Uncomfortable,Overcast,Light air
326,lisala,2.15,21.5167,22.410000000000025,88,100,0.26,CD,1682458457,Uncomfortable,Overcast,Calm
327,banda aceh,5.5577,95.3222,26.480000000000018,80,98,2.01,ID,1682458458,Uncomfortable,Overcast,Light breeze
328,ponca city,36.707,-97.0856,9.980000000000018,90,100,3.6,US,1682458208,Uncomfortable,Overcast,Gentle breeze
329,uenohara,35.6167,139.1167,12.050000000000011,96,100,1.67,JP,1682458459,Uncomfortable,Overcast,Light breeze
330,muroto-misakicho,33.2833,134.15,18.970000000000027,95,100,10.25,JP,1682458461,Uncomfortable,Overcast,Fresh breeze
331,la passe,45.5549,-0.8967,12.129999999999995,95,100,4.7,FR,1682458462,Uncomfortable,Overcast,Gentle breeze
332,as saffaniyah,27.9708,48.73,25.710000000000036,41,89,4.51,SA,1682458462,Comfortable,Mostly cloudy,Gentle breeze
333,cebu city,10.3167,123.8907,26.810000000000002,83,40,2.57,PH,1682458462,Uncomfortable,Partly cloudy,Light breeze
334,ola,59.5833,151.2833,-0.37999999999999545,77,99,2.99,RU,1682458463,Uncomfortable,Overcast,Light breeze
335,laurel bay,32.4502,-80.7848,22.170000000000016,64,100,5.66,US,1682458463,Uncomfortable,Overcast,Moderate breeze
336,anna regina,7.2644,-58.5077,24.439999999999998,90,100,2.29,GY,1682458464,Uncomfortable,Overcast,Light breeze
337,swift current,50.2834,-107.8014,16.450000000000045,39,20,7.72,CA,1682458464,Comfortable,Fair,Moderate breeze
338,bilajer,40.5681,50.0378,14.900000000000034,82,20,3.09,AZ,1682458465,Uncomfortable,Fair,Gentle breeze
339,kijang,35.2442,129.2139,7.850000000000023,83,7,2.71,KR,1682458465,Uncomfortable,Sunny/Clear,Light breeze
340,viet tri,21.3019,105.4308,19.970000000000027,85,100,1.47,VN,1682458465,Uncomfortable,Overcast,Light air
341,vilyuysk,63.7553,121.6247,-3.3100000000000023,96,100,2.9,RU,1682458466,Uncomfortable,Overcast,Light breeze
342,pimentel,-6.8367,-79.9342,26.160000000000025,73,75,6.69,PE,1682458466,Uncomfortable,Mostly cloudy,Moderate breeze
343,bodo,67.28,14.405,1.0200000000000387,79,75,4.12,NO,1682458467,Uncomfortable,Mostly cloudy,Gentle breeze
344,happy valley-goose bay,53.3168,-60.3315,11.170000000000016,40,40,5.66,CA,1682458236,Comfortable,Partly cloudy,Moderate breeze
345,acapulco de juarez,16.8634,-99.8901,29.900000000000034,62,20,4.63,MX,1682458383,Uncomfortable,Fair,Gentle breeze
346,khandyga,62.6667,135.6,-1.42999999999995,91,94,0.97,RU,1682458469,Uncomfortable,Overcast,Light air
347,dhuusamarreeb,5.535,46.3861,27.58000000000004,71,84,6.66,SO,1682458470,Uncomfortable,Mostly cloudy,Moderate breeze
348,ulsteinvik,62.3432,5.8487,2.730000000000018,89,100,2.68,NO,1682458470,Uncomfortable,Overcast,Light breeze
349,igarka,67.4667,86.5833,-2.7799999999999727,97,100,4.2,RU,1682458249,Uncomfortable,Overcast,Gentle breeze
350,kudat,6.8837,116.8477,27.960000000000036,89,20,2.06,MY,1682458471,Uncomfortable,Fair,Light breeze
351,independence,39.0911,-94.4155,19.910000000000025,35,20,3.6,US,1682458472,Comfortable,Fair,Gentle breeze
352,okha,53.5739,142.9478,1.4300000000000068,74,100,7.51,RU,1682458472,Uncomfortable,Overcast,Moderate breeze
353,ulladulla,-35.35,150.4667,16.29000000000002,83,9,1.2,AU,1682458472,Uncomfortable,Sunny/Clear,Light air
354,boyolangu,-8.1181,111.8935,24.410000000000025,91,93,0.29,ID,1682458473,Uncomfortable,Overcast,Calm
355,heinsch,49.7008,5.7465,3.330000000000041,84,5,1.96,LU,1682458473,Uncomfortable,Sunny/Clear,Light breeze
356,mil'kovo,55.6078,37.7956,13.520000000000039,83,100,3.5,RU,1682458474,Uncomfortable,Overcast,Gentle breeze
357,yardimli,38.9206,48.2372,10.28000000000003,95,100,0.42,AZ,1682458474,Uncomfortable,Overcast,Calm
358,nong phai,15.9903,101.0618,27.310000000000002,68,85,1.56,TH,1682458475,Uncomfortable,Mostly cloudy,Light breeze
359,sattahip,12.6664,100.9007,29.99000000000001,89,20,2.06,TH,1682458475,Uncomfortable,Fair,Light breeze
360,polyarnyy,69.1989,33.4478,-7.939999999999998,91,49,1.94,RU,1682458476,Uncomfortable,Partly cloudy,Light breeze
361,hereford,52.0568,-2.7148,7.57000000000005,78,100,1.27,GB,1682458476,Uncomfortable,Overcast,Light air
362,kimbe,-5.5502,150.1429,27.79000000000002,79,67,0.63,PG,1682458476,Uncomfortable,Partly sunny,Light air
363,taroa,8.7058,171.2275,27.58000000000004,79,100,8.54,MH,1682458477,Uncomfortable,Overcast,Fresh breeze
364,yeed,4.55,43.0333,23.689999999999998,90,100,7.7,SO,1682458255,Uncomfortable,Overcast,Moderate breeze
365,carqueiranne,43.0953,6.073,17.53000000000003,17,0,4.63,FR,1682458481,Comfortable,Sunny/Clear,Gentle breeze
366,velingara,13.15,-14.1167,33.98000000000002,18,0,1.82,SN,1682458482,Comfortable,Sunny/Clear,Light breeze
367,grantsville,40.5999,-112.4644,7.5400000000000205,67,100,6.62,US,1682458482,Uncomfortable,Overcast,Moderate breeze
368,vila franca do campo,37.7167,-25.4333,18.230000000000018,95,71,2.51,PT,1682458482,Uncomfortable,Mostly cloudy,Light breeze
369,porto novo,6.4965,2.6036,29.900000000000034,84,86,3.07,BJ,1682458483,Uncomfortable,Mostly cloudy,Gentle breeze
370,pangai,-19.8,-174.35,27.060000000000002,78,40,4.63,TO,1682458483,Uncomfortable,Partly cloudy,Gentle breeze
371,holualoa,19.6228,-155.9522,24.910000000000025,76,20,3.6,US,1682458483,Uncomfortable,Fair,Gentle breeze
372,rundu,-17.9333,19.7667,21.03000000000003,42,3,2.49,,1682458484,Comfortable,Sunny/Clear,Light breeze
373,elk city,35.412,-99.4043,11.990000000000009,100,100,7.2,US,1682458264,Uncomfortable,Overcast,Moderate breeze
374,paita,-5.0892,-81.1144,27.0,70,80,4.23,PE,1682458484,Uncomfortable,Mostly cloudy,Gentle breeze
375,joshimath,30.5667,79.5667,8.879999999999995,54,62,3.25,IN,1682458485,Comfortable,Partly sunny,Gentle breeze
376,hasaki,35.7333,140.8333,14.560000000000002,85,100,10.29,JP,1682458485,Uncomfortable,Overcast,Fresh breeze
377,camana,-16.6228,-72.7111,22.170000000000016,79,10,3.64,PE,1682458485,Uncomfortable,Sunny/Clear,Gentle breeze
378,kendari,-3.945,122.4989,23.82000000000005,96,86,1.76,ID,1682458486,Uncomfortable,Mostly cloudy,Light breeze
379,weno,7.4515,151.8468,27.970000000000027,83,100,2.06,FM,1682458486,Uncomfortable,Overcast,Light breeze
380,troitsko-pechorsk,62.7084,56.1964,-3.8799999999999955,100,67,0.39,RU,1682458487,Uncomfortable,Partly sunny,Calm
381,itaituba,-4.2761,-55.9836,31.090000000000032,66,20,2.57,BR,1682458487,Uncomfortable,Fair,Light breeze
382,wad az zaki,14.4619,32.2065,33.360000000000014,12,9,4.4,SD,1682458487,Comfortable,Sunny/Clear,Gentle breeze
383,dunedin,-45.8742,170.5036,9.330000000000041,68,75,6.71,NZ,1682458295,Uncomfortable,Mostly cloudy,Moderate breeze
384,junction city,39.0286,-96.8314,17.920000000000016,49,75,4.92,US,1682458338,Comfortable,Mostly cloudy,Gentle breeze
385,yantzaza,-3.8278,-78.7594,22.230000000000018,86,95,0.47,EC,1682458491,Uncomfortable,Overcast,Calm
386,east ballina,-28.8667,153.5833,16.560000000000002,66,91,6.22,AU,1682458492,Uncomfortable,Overcast,Moderate breeze
387,gwadar,25.1216,62.3254,24.350000000000023,65,81,1.03,PK,1682458492,Uncomfortable,Mostly cloudy,Light air
388,jacmel,18.2342,-72.5347,29.910000000000025,72,44,2.79,HT,1682458493,Uncomfortable,Partly cloudy,Light breeze
389,yeniseysk,58.4497,92.1703,-3.839999999999975,96,76,2.09,RU,1682458493,Uncomfortable,Mostly cloudy,Light breeze
390,olinda,-8.0089,-34.8553,26.850000000000023,83,75,4.12,BR,1682458494,Uncomfortable,Mostly cloudy,Gentle breeze
391,nemuro,43.3236,145.575,5.470000000000027,81,100,12.56,JP,1682458495,Uncomfortable,Overcast,Strong breeze
392,bechar,31.6167,-2.2167,27.04000000000002,14,0,4.07,DZ,1682458495,Comfortable,Sunny/Clear,Gentle breeze
393,tolanaro,-25.0319,46.9987,19.310000000000002,78,50,2.96,MG,1682458496,Uncomfortable,Partly cloudy,Light breeze
394,ribas do rio pardo,-20.4431,-53.7592,22.82000000000005,84,31,1.42,BR,1682458496,Uncomfortable,Partly cloudy,Light air
395,hinojosa del duque,38.5006,-5.1465,16.460000000000036,38,12,1.48,ES,1682458496,Comfortable,Fair,Light air
396,sulejow,51.3544,19.8854,7.8799999999999955,19,100,25.03,PL,1682458497,Comfortable,Overcast,Fresh Gale
397,ad dawadimi,24.5077,44.3924,18.640000000000043,59,55,4.99,SA,1682458497,Uncomfortable,Partly cloudy,Gentle breeze
398,saint-joseph,-21.3667,55.6167,24.210000000000036,84,7,1.54,RE,1682458497,Uncomfortable,Sunny/Clear,Light breeze
399,san luis de la loma,17.2706,-100.8939,29.590000000000032,57,28,5.2,MX,1682458498,Uncomfortable,Mostly sunny,Moderate breeze
400,kaa-khem,51.6833,94.7333,-3.3799999999999955,65,68,3.54,RU,1682458498,Uncomfortable,Partly sunny,Gentle breeze
401,viedma,-40.8135,-62.9967,20.680000000000007,48,100,0.97,AR,1682458498,Comfortable,Overcast,Light air
402,tuba city,36.135,-111.2399,17.53000000000003,11,0,11.25,US,1682458500,Comfortable,Sunny/Clear,Strong breeze
403,flin flon,54.7682,-101.865,6.910000000000025,42,100,5.66,CA,1682458500,Comfortable,Overcast,Moderate breeze
404,san antonio de pale,-1.4014,5.6325,28.05000000000001,75,100,4.9,GQ,1682458501,Uncomfortable,Overcast,Gentle breeze
405,zouerate,22.7187,-12.4521,31.980000000000018,15,12,3.18,MR,1682458501,Comfortable,Fair,Gentle breeze
406,khvoynaya,58.9,34.5333,8.770000000000039,79,87,1.38,RU,1682458502,Uncomfortable,Mostly cloudy,Light air
407,burao,9.5221,45.5336,23.939999999999998,66,24,3.62,SO,1682458502,Uncomfortable,Mostly sunny,Gentle breeze
408,colonia,50.9333,6.95,6.360000000000014,73,20,1.03,DE,1682458403,Uncomfortable,Fair,Light air
409,iskateley,67.6803,53.1512,-7.329999999999984,88,7,5.88,RU,1682458503,Uncomfortable,Sunny/Clear,Moderate breeze
410,lakatoro,-16.0999,167.4164,27.79000000000002,72,85,2.05,VU,1682458504,Uncomfortable,Mostly cloudy,Light breeze
411,pisco,-13.7,-76.2167,25.03000000000003,69,0,5.14,PE,1682458486,Uncomfortable,Sunny/Clear,Moderate breeze
412,boa vista,2.8197,-60.6733,22.99000000000001,100,100,2.06,BR,1682458505,Uncomfortable,Overcast,Light breeze
413,xinmin,41.9908,122.8253,2.5400000000000205,58,11,3.86,CN,1682458505,Uncomfortable,Fair,Gentle breeze
414,fort st. john,56.2499,-120.8529,8.939999999999998,27,75,10.29,CA,1682458506,Comfortable,Mostly cloudy,Fresh breeze
415,vicuna,-30.0319,-70.7081,27.650000000000034,41,86,1.65,CL,1682458506,Comfortable,Mostly cloudy,Light breeze
416,kuqa,41.7278,82.9364,15.730000000000018,22,100,3.1,CN,1682458506,Comfortable,Overcast,Gentle breeze
417,midelt,32.6852,-4.7451,20.600000000000023,30,19,0.9,MA,1682458507,Comfortable,Fair,Light air
418,buala,-8.145,159.5921,28.220000000000027,76,84,2.12,SB,1682458508,Uncomfortable,Mostly cloudy,Light breeze
419,enshi,30.3,109.4833,10.830000000000041,91,67,0.42,CN,1682458509,Uncomfortable,Partly sunny,Calm
420,guiratinga,-16.3494,-53.7583,24.350000000000023,73,63,1.35,BR,1682458509,Uncomfortable,Partly sunny,Light air
421,chernyshevskiy,63.0128,112.4714,-6.9599999999999795,97,100,1.77,RU,1682458510,Uncomfortable,Overcast,Light breeze
422,sabac,44.7467,19.69,10.120000000000005,77,47,2.26,RS,1682458510,Uncomfortable,Partly cloudy,Light breeze
423,arawa,-6.2132,155.5367,28.24000000000001,78,82,0.52,PG,1682458510,Uncomfortable,Mostly cloudy,Light air
424,masterton,-40.9597,175.6575,11.560000000000002,91,88,3.82,NZ,1682458511,Uncomfortable,Mostly cloudy,Gentle breeze
425,la trinitaria,16.1167,-92.05,28.03000000000003,34,17,2.32,MX,1682458511,Comfortable,Fair,Light breeze
426,dwarka,22.2394,68.9678,26.49000000000001,73,58,4.82,IN,1682458512,Uncomfortable,Partly cloudy,Gentle breeze
427,aykhal,66.0,111.5,-9.699999999999989,96,100,3.26,RU,1682458257,Uncomfortable,Overcast,Gentle breeze
428,forster,-32.1667,152.5167,13.54000000000002,99,95,1.5,AU,1682458271,Uncomfortable,Overcast,Light air
429,turbat,26.0023,63.044,25.360000000000014,45,92,2.38,PK,1682458514,Comfortable,Overcast,Light breeze
430,charleston,32.7766,-79.9309,23.100000000000023,64,20,6.69,US,1682458387,Uncomfortable,Fair,Moderate breeze
431,woolgoolga,-30.1106,153.2007,17.25,69,89,4.03,AU,1682458515,Uncomfortable,Mostly cloudy,Gentle breeze
432,lazaro cardenas,17.9583,-102.2,28.700000000000045,57,4,6.07,MX,1682458515,Uncomfortable,Sunny/Clear,Moderate breeze
433,trincomalee,8.5711,81.2335,27.900000000000034,79,100,1.14,LK,1682458516,Uncomfortable,Overcast,Light air
434,nanto-shi,36.5692,136.9116,14.730000000000018,72,100,1.34,JP,1682458516,Uncomfortable,Overcast,Light air
435,egilsstadir,65.2653,-14.3948,-2.0499999999999545,86,100,4.63,IS,1682458516,Uncomfortable,Overcast,Gentle breeze
436,barabai,-2.5833,115.3833,23.860000000000014,96,93,0.24,ID,1682458517,Uncomfortable,Overcast,Calm
437,zhangjiakou shi xuanhua qu,40.6103,115.0447,5.610000000000014,17,70,1.49,CN,1682458517,Comfortable,Partly sunny,Light air
438,kill devil hills,36.0307,-75.676,15.550000000000011,58,0,5.14,US,1682458294,Uncomfortable,Sunny/Clear,Moderate breeze
439,karpenisi,38.9167,21.7833,6.670000000000016,75,85,0.45,GR,1682458518,Uncomfortable,Mostly cloudy,Calm
440,ebon,4.582,168.6964,27.810000000000002,79,100,7.59,MH,1682458518,Uncomfortable,Overcast,Moderate breeze
