City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Humidity Category,Cloudiness Category,Wind Category
123,akjoujt,19.6969,-14.4164,31.260000000000048,23,4,6.02,MR,1682458312,Comfortable,Sunny/Clear,Moderate breeze
124,acarau,-2.8856,-40.12,26.180000000000007,84,70,4.12,BR,1682458353,Uncomfortable,Partly sunny,Gentle breeze
125,olyokminsk,60.3736,120.4264,-1.9399999999999977,85,100,1.23,RU,1682458353,Uncomfortable,Overcast,Light air
126,cockburn town,21.4612,-71.1419,25.920000000000016,70,20,3.09,TC,1682458089,Uncomfortable,Fair,Gentle breeze
127,muisne,0.6,-80.0333,27.920000000000016,73,32,2.66,EC,1682458353,Uncomfortable,Partly cloudy,Light breeze
128,safford,32.834,-109.7076,30.510000000000048,10,0,5.66,US,1682458354,Comfortable,Sunny/Clear,Moderate breeze
129,katsuren-haebaru,26.3369,127.8719,20.010000000000048,92,100,5.66,JP,1682458354,Uncomfortable,Overcast,Moderate breeze
130,marhaura,25.9667,84.8667,25.960000000000036,28,3,2.5,IN,1682458354,Comfortable,Sunny/Clear,Light breeze
131,taro,-8.3862,115.28,22.0,96,48,0.22,ID,1682458354,Uncomfortable,Partly cloudy,Calm
132,yerofey pavlovich,53.9667,121.9667,-3.339999999999975,58,38,1.67,RU,1682458356,Uncomfortable,Partly cloudy,Light breeze
133,bulgan,48.8125,103.5347,5.970000000000027,56,97,5.23,MN,1682458356,Uncomfortable,Overcast,Moderate breeze
134,afaahiti,-17.75,-149.2833,26.930000000000007,86,100,5.72,PF,1682458356,Uncomfortable,Overcast,Moderate breeze
135,itaguacu,-19.8019,-40.8556,21.75,91,50,1.66,BR,1682458358,Uncomfortable,Partly cloudy,Light breeze
136,praia da vitoria,38.7333,-27.0667,19.140000000000043,77,40,5.08,PT,1682458313,Uncomfortable,Partly cloudy,Moderate breeze
137,west island,-12.1568,96.8225,25.99000000000001,83,100,7.72,CC,1682458359,Uncomfortable,Overcast,Moderate breeze
138,la baneza,42.3003,-5.8977,17.890000000000043,74,99,2.92,ES,1682458360,Uncomfortable,Overcast,Light breeze
139,amalapuram,16.5833,82.0167,25.5,87,68,1.29,IN,1682458360,Uncomfortable,Partly sunny,Light air
140,selfoss,63.9331,-20.9971,1.6899999999999977,83,84,3.35,IS,1682458360,Uncomfortable,Mostly cloudy,Gentle breeze
141,aleksandrovsk-sakhalinskiy,50.8975,142.1561,4.53000000000003,62,100,11.44,RU,1682458361,Uncomfortable,Overcast,Strong breeze
142,lodja,-3.4833,23.4333,22.30000000000001,92,91,0.46,CD,1682458361,Uncomfortable,Overcast,Calm
143,tsiombe,-25.3,45.4833,17.700000000000045,77,6,1.44,MG,1682458361,Uncomfortable,Sunny/Clear,Light air
144,nuriootpa,-34.4833,139.0,21.390000000000043,52,100,5.16,AU,1682458362,Comfortable,Overcast,Moderate breeze
145,namtsy,62.7161,129.6658,-3.7799999999999727,93,97,2.31,RU,1682458366,Uncomfortable,Overcast,Light breeze
146,daru,-9.0763,143.2092,27.200000000000045,85,100,5.62,PG,1682458367,Uncomfortable,Overcast,Moderate breeze
147,alliance,40.9153,-81.1059,11.78000000000003,53,100,3.55,US,1682458098,Comfortable,Overcast,Gentle breeze
148,nova sintra,14.8667,-24.7167,20.260000000000048,73,18,6.94,CV,1682458368,Uncomfortable,Fair,Moderate breeze
149,springfield,37.2153,-93.2982,18.350000000000023,42,40,5.66,US,1682458182,Comfortable,Partly cloudy,Moderate breeze
150,villa gesell,-37.2639,-56.973,18.920000000000016,90,18,3.66,AR,1682458369,Uncomfortable,Fair,Gentle breeze
151,ust-nera,64.5667,143.2,-8.909999999999968,95,95,2.06,RU,1682458198,Uncomfortable,Overcast,Light breeze
152,zeya,53.75,127.2667,-0.12000000000000455,51,82,2.3,RU,1682458370,Comfortable,Mostly cloudy,Light breeze
153,magistral'nyy,56.1725,107.4458,-0.589999999999975,94,99,1.03,RU,1682458370,Uncomfortable,Overcast,Light air
154,chonchi,-42.6128,-73.8092,12.560000000000002,99,100,0.65,CL,1682458293,Uncomfortable,Overcast,Light air
155,aswan,24.0934,32.907,29.610000000000014,12,0,3.6,EG,1682458371,Comfortable,Sunny/Clear,Gentle breeze
156,chinhoyi,-17.3667,30.2,16.420000000000016,51,6,1.82,ZW,1682458371,Comfortable,Sunny/Clear,Light breeze
157,winnemucca,40.973,-117.7357,15.03000000000003,23,0,1.54,US,1682458371,Comfortable,Sunny/Clear,Light breeze
158,balabac,7.9868,117.0645,27.480000000000018,80,100,3.8,PH,1682458372,Uncomfortable,Overcast,Gentle breeze
159,abeche,13.8292,20.8324,30.720000000000027,21,77,2.65,TD,1682458372,Comfortable,Mostly cloudy,Light breeze
160,kampene,-3.6,26.6667,19.370000000000005,99,100,1.71,CD,1682458372,Uncomfortable,Overcast,Light breeze
161,sayyan,15.1718,44.3244,17.03000000000003,50,67,0.69,YE,1682458373,Comfortable,Partly sunny,Light air
162,kiunga,-6.1219,141.2906,24.370000000000005,98,97,0.33,PG,1682458373,Uncomfortable,Overcast,Calm
163,ippy,6.2679,21.2247,22.660000000000025,86,98,3.23,CF,1682458373,Uncomfortable,Overcast,Gentle breeze
164,mbulu,-3.85,35.5333,15.360000000000014,94,99,2.91,TZ,1682458374,Uncomfortable,Overcast,Light breeze
165,flying fish cove,-10.4217,105.6791,27.210000000000036,75,100,3.23,CX,1682458240,Uncomfortable,Overcast,Gentle breeze
166,mokolo,10.7398,13.8019,29.670000000000016,20,57,0.84,CM,1682458374,Comfortable,Partly cloudy,Light air
167,kingston,17.997,-76.7936,28.53000000000003,67,20,6.17,JM,1682458375,Uncomfortable,Fair,Moderate breeze
168,hammerfest,70.6634,23.6821,0.25,74,75,0.0,NO,1682458377,Uncomfortable,Mostly cloudy,
169,kapa'a,22.0752,-159.319,27.99000000000001,70,100,7.2,US,1682458377,Uncomfortable,Overcast,Moderate breeze
170,college station,30.628,-96.3344,23.930000000000007,68,40,3.09,US,1682458314,Uncomfortable,Partly cloudy,Gentle breeze
171,katabu,-4.9333,122.5167,24.160000000000025,91,99,1.02,ID,1682458378,Uncomfortable,Overcast,Light air
172,iquique,-20.2208,-70.1431,22.02000000000004,78,20,2.14,CL,1682458378,Uncomfortable,Fair,Light breeze
173,kapuskasing,49.4169,-82.4331,0.05000000000001137,93,100,4.12,CA,1682458179,Uncomfortable,Overcast,Gentle breeze
174,rurrenabaque,-14.4413,-67.5278,26.310000000000002,77,99,0.66,BO,1682458379,Uncomfortable,Overcast,Light air
175,whitehorse,60.7161,-135.0538,5.57000000000005,38,20,5.14,CA,1682458380,Comfortable,Fair,Moderate breeze
176,made,-7.1174,112.3915,23.810000000000002,94,49,1.62,ID,1682458381,Uncomfortable,Partly cloudy,Light breeze
177,lompoc,34.6391,-120.4579,25.010000000000048,75,100,3.58,US,1682458382,Uncomfortable,Overcast,Gentle breeze
178,guangyuan,32.442,105.823,13.230000000000018,90,100,1.49,CN,1682458382,Uncomfortable,Overcast,Light air
179,chibougamau,49.9168,-74.3659,6.7900000000000205,81,75,5.14,CA,1682458134,Uncomfortable,Mostly cloudy,Moderate breeze
180,puerto baquerizo moreno,-0.9,-89.6,28.55000000000001,79,40,3.09,EC,1682458198,Uncomfortable,Partly cloudy,Gentle breeze
181,sinabang,2.4803,96.3801,27.439999999999998,79,100,1.77,ID,1682458325,Uncomfortable,Overcast,Light breeze
182,uturoa,-16.7333,-151.4333,28.0,76,18,4.9,PF,1682458240,Uncomfortable,Fair,Gentle breeze
183,east end,34.5507,-92.341,17.939999999999998,62,100,2.82,US,1682458384,Uncomfortable,Overcast,Light breeze
184,kruisfontein,-34.0033,24.7314,16.600000000000023,92,89,1.0,ZA,1682458384,Uncomfortable,Mostly cloudy,Light air
185,prince rupert,54.3161,-130.3201,9.050000000000011,72,100,7.72,CA,1682458105,Uncomfortable,Overcast,Moderate breeze
186,cestos city,5.46,-9.5828,27.439999999999998,84,100,3.07,LR,1682458385,Uncomfortable,Overcast,Gentle breeze
187,minas de marcona,-15.2119,-75.1103,18.939999999999998,71,24,5.94,PE,1682458385,Uncomfortable,Mostly sunny,Moderate breeze
188,talnakh,69.4865,88.3972,-0.4399999999999977,86,97,2.29,RU,1682458386,Uncomfortable,Overcast,Light breeze
189,quibala,-10.7337,14.98,17.390000000000043,94,75,0.51,AO,1682458386,Uncomfortable,Mostly cloudy,Light air
190,kodiak,57.79,-152.4072,3.730000000000018,87,75,6.69,US,1682458387,Uncomfortable,Mostly cloudy,Moderate breeze
191,utrik,11.2278,169.8474,27.03000000000003,79,85,8.46,MH,1682458387,Uncomfortable,Mostly cloudy,Fresh breeze
192,ribeira grande,38.5167,-28.7,17.650000000000034,94,20,4.02,PT,1682458170,Uncomfortable,Fair,Gentle breeze
193,charlestown,-32.95,151.6667,16.49000000000001,91,4,0.89,AU,1682458105,Uncomfortable,Sunny/Clear,Light air
194,linxia chengguanzhen,35.6003,103.2064,8.25,37,63,1.43,CN,1682458389,Comfortable,Partly sunny,Light air
195,tofol,5.3248,163.0078,28.480000000000018,73,89,7.19,FM,1682458195,Uncomfortable,Mostly cloudy,Moderate breeze
196,ilebo,-4.3167,20.5833,22.99000000000001,86,2,0.65,CD,1682458390,Uncomfortable,Sunny/Clear,Light air
197,stanley,54.868,-1.6985,3.7200000000000273,82,0,1.03,GB,1682458199,Uncomfortable,Sunny/Clear,Light air
198,margate,51.3813,1.3862,6.5,73,42,1.34,GB,1682458391,Uncomfortable,Partly cloudy,Light air
199,arteche,12.2645,125.4048,25.890000000000043,84,52,2.05,PH,1682458314,Uncomfortable,Partly cloudy,Light breeze
200,uthal,25.8072,66.6219,27.180000000000007,44,100,3.2,PK,1682458392,Comfortable,Overcast,Gentle breeze
201,prado,-17.3411,-39.2208,24.160000000000025,86,7,2.11,BR,1682458392,Uncomfortable,Sunny/Clear,Light breeze
202,maracaibo,10.6317,-71.6406,30.930000000000007,53,22,3.09,VE,1682458164,Comfortable,Mostly sunny,Gentle breeze
203,tazacorte,28.629,-17.9293,20.54000000000002,91,75,3.6,ES,1682458393,Uncomfortable,Mostly cloudy,Gentle breeze
204,xuanzhou,30.9525,118.7553,9.82000000000005,90,0,1.05,CN,1682458393,Uncomfortable,Sunny/Clear,Light air
205,basco,20.4487,121.9702,25.010000000000048,74,38,5.3,PH,1682458393,Uncomfortable,Partly cloudy,Moderate breeze
206,qaqortoq,60.7167,-46.0333,1.6299999999999955,89,98,1.2,GL,1682458394,Uncomfortable,Overcast,Light air
207,port alfred,-33.5906,26.891,20.100000000000023,97,99,1.79,ZA,1682458208,Uncomfortable,Overcast,Light breeze
208,chissamba,-12.1667,17.3333,19.03000000000003,78,99,0.84,AO,1682458394,Uncomfortable,Overcast,Light air
209,bago,17.3367,96.4797,28.260000000000048,61,39,1.01,MM,1682458334,Uncomfortable,Partly cloudy,Light air
210,hithadhoo,-0.6,73.0833,28.760000000000048,75,100,5.94,MV,1682458395,Uncomfortable,Overcast,Moderate breeze
211,pacific grove,36.6177,-121.9166,24.25,74,0,2.57,US,1682458236,Uncomfortable,Sunny/Clear,Light breeze
212,klyuchi,52.2667,79.1667,8.550000000000011,63,82,6.29,RU,1682458396,Uncomfortable,Mostly cloudy,Moderate breeze
213,reconquista,-29.15,-59.65,21.670000000000016,54,93,0.6,AR,1682458217,Comfortable,Overcast,Light air
214,tuy hoa,13.0833,109.3,24.53000000000003,87,93,1.3,VN,1682458396,Uncomfortable,Overcast,Light air
215,cherniakhiv,50.4565,28.6702,8.720000000000027,87,83,3.14,UA,1682458398,Uncomfortable,Mostly cloudy,Gentle breeze
216,gritsovskiy,54.1376,38.1604,9.600000000000023,94,100,3.76,RU,1682458398,Uncomfortable,Overcast,Gentle breeze
217,grootfontein,-19.5667,18.1167,16.760000000000048,77,12,1.03,,1682458398,Uncomfortable,Fair,Light air
218,waldkappel,51.15,9.8833,4.170000000000016,94,56,1.47,DE,1682458399,Uncomfortable,Partly cloudy,Light air
